Project Name,Package Name,Type Name,NOF,NOPF,NOM,NOPM,LOC,WMC,NC,DIT,LCOM,FANIN,FANOUT
TinkersConstructRefactor,slimeknights.tconstruct.library.modifiers.hook,ProjectileLaunchModifierHook,2,0,3,1,32,3,0,0,-1.0,2,4
TinkersConstructRefactor,slimeknights.tconstruct.library.modifiers.hook,RepairFactorModifierHook,0,0,3,1,19,3,0,0,-1.0,1,2
TinkersConstructRefactor,slimeknights.tconstruct.library.modifiers.hook,ShearsModifierHook,2,0,3,1,30,3,0,0,-1.0,2,3
TinkersConstructRefactor,slimeknights.tconstruct.library.modifiers.hook,ToolActionModifierHook,0,0,3,1,19,3,0,0,-1.0,1,2
TinkersConstructRefactor,slimeknights.tconstruct.library.modifiers.hook,TooltipModifierHook,0,0,8,1,67,9,0,0,-1.0,3,8
TinkersConstructRefactor,slimeknights.tconstruct.library.modifiers.hook.build,AttributesModifierHook,0,0,3,1,19,3,0,0,-1.0,1,2
TinkersConstructRefactor,slimeknights.tconstruct.library.modifiers.hook.build,ModifierRemovalHook,0,0,3,1,18,3,0,0,-1.0,1,2
TinkersConstructRefactor,slimeknights.tconstruct.library.modifiers.hook.build,RawDataModifierHook,0,0,5,2,27,5,0,0,-1.0,1,4
TinkersConstructRefactor,slimeknights.tconstruct.library.modifiers.hook.build,ToolStatsModifierHook,0,0,3,1,18,3,0,0,-1.0,1,3
TinkersConstructRefactor,slimeknights.tconstruct.library.modifiers.hook.build,ValidateModifierHook,0,0,3,1,18,3,0,0,-1.0,1,2
TinkersConstructRefactor,slimeknights.tconstruct.library.modifiers.hook.build,VolatileDataModifierHook,0,0,3,1,18,3,0,0,-1.0,1,3
TinkersConstructRefactor,slimeknights.tconstruct.library.modifiers.hook.combat,DamageBlockModifierHook,0,0,3,1,22,3,0,0,-1.0,1,3
TinkersConstructRefactor,slimeknights.tconstruct.library.modifiers.hook.combat,DamageDealtModifierHook,0,0,3,1,23,3,0,0,-1.0,1,3
TinkersConstructRefactor,slimeknights.tconstruct.library.modifiers.hook.combat,DamageTakenModifierHook,0,0,3,1,22,3,0,0,-1.0,1,3
TinkersConstructRefactor,slimeknights.tconstruct.library.modifiers.hook.combat,MeleeDamageModifierHook,0,0,3,1,21,3,0,0,-1.0,1,3
TinkersConstructRefactor,slimeknights.tconstruct.library.modifiers.hook.combat,MeleeHitModifierHook,0,0,7,3,46,7,0,0,-1.0,1,3
TinkersConstructRefactor,slimeknights.tconstruct.library.modifiers.hook.combat,ProtectionModifierHook,0,0,3,1,22,3,0,0,-1.0,1,3
TinkersConstructRefactor,slimeknights.tconstruct.library.modifiers.hook.interaction,BlockInteractionModifierHook,3,0,5,2,47,5,0,0,-1.0,2,3
TinkersConstructRefactor,slimeknights.tconstruct.library.modifiers.hook.interaction,EntityInteractionModifierHook,3,0,6,2,73,12,0,0,-1.0,4,6
TinkersConstructRefactor,slimeknights.tconstruct.library.modifiers.hook.interaction,GeneralInteractionModifierHook,3,0,12,5,89,12,0,0,-1.0,3,3
TinkersConstructRefactor,slimeknights.tconstruct.library.modifiers.hook.mining,BlockBreakModifierHook,0,0,3,1,18,3,0,0,-1.0,1,3
TinkersConstructRefactor,slimeknights.tconstruct.library.modifiers.hook.mining,BreakSpeedModifierHook,0,0,3,1,21,3,0,0,-1.0,1,2
TinkersConstructRefactor,slimeknights.tconstruct.library.modifiers.hook.mining,FinishHarvestModifierHook,0,0,3,1,18,3,0,0,-1.0,1,3
TinkersConstructRefactor,slimeknights.tconstruct.library.modifiers.hook.mining,RemoveBlockModifierHook,0,0,3,1,19,3,0,0,-1.0,1,3
TinkersConstructRefactor,slimeknights.tconstruct.library.modifiers.hooks,IArmorInteractModifier,0,0,3,0,33,3,0,0,-1.0,1,1
TinkersConstructRefactor,slimeknights.tconstruct.library.modifiers.hooks,IArmorLootModifier,0,0,2,0,28,2,0,0,-1.0,0,2
TinkersConstructRefactor,slimeknights.tconstruct.library.modifiers.hooks,IArmorWalkModifier,0,0,1,0,15,1,0,0,-1.0,0,1
TinkersConstructRefactor,slimeknights.tconstruct.library.modifiers.hooks,IElytraFlightModifier,0,0,1,0,15,1,0,0,-1.0,0,1
TinkersConstructRefactor,slimeknights.tconstruct.library.modifiers.hooks,IHarvestModifier,0,0,1,0,16,1,0,0,-1.0,0,1
TinkersConstructRefactor,slimeknights.tconstruct.library.modifiers.hooks,IShearModifier,0,0,1,0,15,1,0,0,-1.0,1,1
TinkersConstructRefactor,slimeknights.tconstruct.library.modifiers.impl,DurabilityShieldModifier,0,0,11,5,76,17,0,0,-1.0,0,3
TinkersConstructRefactor,slimeknights.tconstruct.library.modifiers.impl,IncrementalArmorLevelModifier,1,0,2,2,12,2,0,1,0.0,0,3
TinkersConstructRefactor,slimeknights.tconstruct.library.modifiers.impl,IncrementalModifier,0,0,13,12,115,19,1,0,-1.0,3,7
TinkersConstructRefactor,slimeknights.tconstruct.library.modifiers.impl,InteractionModifier,0,0,3,3,20,5,1,0,-1.0,4,4
TinkersConstructRefactor,slimeknights.tconstruct.library.modifiers.impl,NoLevels,0,0,1,1,5,1,0,1,-1.0,0,0
TinkersConstructRefactor,slimeknights.tconstruct.library.modifiers.impl,InventoryModifier,7,0,14,10,179,36,0,0,0.14285714285714285,1,10
TinkersConstructRefactor,slimeknights.tconstruct.library.modifiers.impl,OnClose,1,0,1,1,16,4,0,0,0.0,0,2
TinkersConstructRefactor,slimeknights.tconstruct.library.modifiers.impl,NoLevelsModifier,0,0,1,1,8,1,0,0,-1.0,0,0
TinkersConstructRefactor,slimeknights.tconstruct.library.modifiers.impl,ScaledArmorLevelModifier,3,0,3,3,20,4,0,0,0.6666666666666666,0,3
TinkersConstructRefactor,slimeknights.tconstruct.library.modifiers.impl,SingleLevelModifier,0,0,1,1,11,2,0,0,-1.0,0,0
TinkersConstructRefactor,slimeknights.tconstruct.library.modifiers.impl,TankModifier,8,1,32,31,298,58,0,0,0.15625,2,13
TinkersConstructRefactor,slimeknights.tconstruct.library.modifiers.impl,ModifierTank,0,0,12,12,66,18,0,0,-1.0,1,5
TinkersConstructRefactor,slimeknights.tconstruct.library.modifiers.impl,TotalArmorLevelModifier,3,0,5,5,26,6,0,0,0.0,0,3
TinkersConstructRefactor,slimeknights.tconstruct.library.modifiers,Modifier,9,2,85,74,671,106,1,0,0.7647058823529411,47,23
TinkersConstructRefactor,slimeknights.tconstruct.library.modifiers,ModifierEntry,3,1,23,23,159,26,0,0,0.17391304347826086,152,7
TinkersConstructRefactor,slimeknights.tconstruct.library.modifiers,Serializer,0,0,2,2,8,2,0,0,-1.0,1,1
TinkersConstructRefactor,slimeknights.tconstruct.library.modifiers,ModifierHook,4,0,8,8,69,13,0,0,0.25,15,1
TinkersConstructRefactor,slimeknights.tconstruct.library.modifiers,ModifierHooks,1,0,5,4,56,6,0,0,0.8,3,0
TinkersConstructRefactor,slimeknights.tconstruct.library.modifiers,ModifierId,0,0,9,9,81,12,0,0,-1.0,76,1
TinkersConstructRefactor,slimeknights.tconstruct.library.modifiers,ModifierManager,20,10,31,23,421,57,0,0,0.22580645161290322,27,8
TinkersConstructRefactor,slimeknights.tconstruct.library.modifiers,ModifierRegistrationEvent,1,1,3,3,41,7,0,0,1.0,3,2
TinkersConstructRefactor,slimeknights.tconstruct.library.modifiers,ModifierRegistrationCallback,0,0,1,0,3,1,0,0,-1.0,0,1
TinkersConstructRefactor,slimeknights.tconstruct.library.modifiers,ModifiersLoadedEvent,1,1,1,1,12,1,0,0,0.0,3,0
TinkersConstructRefactor,slimeknights.tconstruct.library.modifiers,ModifiersLoadedCallback,0,0,1,0,3,1,0,0,-1.0,0,1
TinkersConstructRefactor,slimeknights.tconstruct.library.modifiers,EmptyModifier,0,0,1,1,8,1,0,1,-1.0,0,0
TinkersConstructRefactor,slimeknights.tconstruct.library.modifiers,TinkerHooks,41,41,15,12,285,19,0,0,1.0,75,49
TinkersConstructRefactor,slimeknights.tconstruct.library.modifiers,UpdateModifiersPacket,6,0,5,3,119,18,0,0,0.0,2,5
TinkersConstructRefactor,slimeknights.tconstruct.library.modifiers,ModifierFixture,5,4,1,1,18,2,0,0,0.0,2,3
TinkersConstructRefactor,slimeknights.tconstruct.library.modifiers.modules,EnchantmentModule,4,1,4,4,32,4,2,1,0.5,2,1
TinkersConstructRefactor,slimeknights.tconstruct.library.modifiers.modules,Harvest,2,1,5,5,22,5,0,2,1.0,0,4
TinkersConstructRefactor,slimeknights.tconstruct.library.modifiers.modules,Constant,2,1,6,6,25,6,0,2,1.0,0,6
TinkersConstructRefactor,slimeknights.tconstruct.library.modifiers.modules,Builder,5,1,1,1,16,1,0,0,0.0,0,0
TinkersConstructRefactor,slimeknights.tconstruct.library.modifiers.modules,ModifierModule,1,0,4,0,39,6,1,0,-1.0,3,2
TinkersConstructRefactor,slimeknights.tconstruct.library.modifiers.spilling.effects,ExtinguishSpillingEffect,3,3,3,2,16,3,0,0,1.0,3,3
TinkersConstructRefactor,slimeknights.tconstruct.library.modifiers.spilling.effects,TeleportSpillingEffect,4,3,3,2,20,4,0,0,1.0,3,5
TinkersConstructRefactor,slimeknights.tconstruct.library.modifiers.spilling,ISpillingEffect,1,0,1,0,16,1,1,0,-1.0,7,1
TinkersConstructRefactor,slimeknights.tconstruct.library.modifiers.spilling,SpillingFluidManager,6,3,10,4,107,13,0,0,0.3,7,5
TinkersConstructRefactor,slimeknights.tconstruct.library.modifiers.spilling,UpdateSpillingFluidsPacket,2,0,5,5,35,7,0,0,0.6,1,4
TinkersConstructRefactor,slimeknights.tconstruct.library.modifiers.spilling,NoEffect,1,0,2,2,8,2,0,1,1.0,1,2
TinkersConstructRefactor,slimeknights.tconstruct.library.modifiers.util,DynamicModifier,3,0,7,6,75,12,0,1,0.0,2,4
TinkersConstructRefactor,slimeknights.tconstruct.library.modifiers.util,LazyModifier,2,0,9,8,67,14,2,0,0.2222222222222222,14,4
TinkersConstructRefactor,slimeknights.tconstruct.library.modifiers.util,ModifierAttribute,5,0,9,9,116,18,0,0,0.2222222222222222,2,2
TinkersConstructRefactor,slimeknights.tconstruct.library.modifiers.util,ModifierDeferredRegister,4,0,4,3,81,12,0,0,0.5,1,2
TinkersConstructRefactor,slimeknights.tconstruct.library.modifiers.util,ModifierHookMap,3,1,11,10,117,18,0,0,0.5454545454545454,8,2
TinkersConstructRefactor,slimeknights.tconstruct.library.modifiers.util,Builder,1,0,7,6,76,13,0,0,0.7142857142857143,0,1
TinkersConstructRefactor,slimeknights.tconstruct.library.modifiers.util,ModifierLevelDisplay,6,1,4,2,38,4,0,0,-1.0,15,2
TinkersConstructRefactor,slimeknights.tconstruct.library.modifiers.util,ModifierStatBoost,5,0,26,16,179,36,0,0,-1.0,2,5
TinkersConstructRefactor,slimeknights.tconstruct.library.modifiers.util,ModuleWithKey,0,0,5,0,51,9,0,0,-1.0,0,1
TinkersConstructRefactor,slimeknights.tconstruct.library.modifiers.util,StaticModifier,0,0,5,4,41,9,0,1,-1.0,1,3
TinkersConstructRefactor,slimeknights.tconstruct.library,TinkerBookIDs,6,6,1,1,22,1,0,0,0.0,1,0
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.alloying,AlloyRecipe,5,0,11,7,178,35,0,0,0.2727272727272727,9,6
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.alloying,Serializer,0,0,3,1,34,8,0,0,-1.0,0,1
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.alloying,AlloyRecipeBuilder,3,0,11,11,90,13,0,0,0.36363636363636365,2,2
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.alloying,Result,0,0,3,3,20,4,0,0,-1.0,0,1
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.alloying,IAlloyTank,0,0,4,0,28,4,1,0,-1.0,2,0
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.alloying,IMutableAlloyTank,0,0,2,0,16,2,0,1,-1.0,3,0
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.casting,AbstractCastingRecipe,6,0,8,3,61,9,2,1,0.625,2,0
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.casting,Serializer,0,0,6,1,43,7,0,0,-1.0,0,0
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.casting,DisplayCastingRecipe,6,0,1,1,14,1,0,1,0.0,0,0
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.casting,ICastingContainer,0,0,2,0,17,2,0,0,-1.0,9,0
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.casting,ICastingRecipe,0,0,7,0,44,7,2,0,-1.0,5,5
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.casting,IDisplayableCastingRecipe,0,0,6,0,29,6,2,0,-1.0,7,0
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.casting,ItemCastingRecipe,4,0,17,14,94,17,3,2,0.35294117647058826,2,5
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.casting,Basin,0,0,2,2,11,2,0,3,-1.0,0,2
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.casting,Table,0,0,2,2,11,2,0,3,-1.0,0,2
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.casting,Serializer,1,0,3,1,20,3,0,2,0.6666666666666666,0,2
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.casting,IFactory,0,0,1,0,10,1,0,0,-1.0,2,0
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.casting,ItemCastingRecipeBuilder,7,0,25,25,230,32,0,0,0.16,8,4
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.casting,Result,0,0,3,3,25,7,0,0,-1.0,0,0
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.casting,PotionCastingRecipe,10,0,12,10,92,13,0,1,0.25,4,2
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.casting,Serializer,1,0,3,1,26,3,0,0,0.6666666666666666,0,1
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.casting,PotionCastingRecipeBuilder,5,0,12,12,105,16,0,0,0.3333333333333333,2,3
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.casting,Result,0,0,3,3,19,5,0,0,-1.0,0,0
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.casting,RetexturedCastingRecipe,0,0,6,6,37,7,2,3,-1.0,1,3
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.casting,Basin,0,0,2,2,11,2,0,4,-1.0,0,2
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.casting,Table,0,0,2,2,11,2,0,4,-1.0,0,2
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.casting.container,ContainerFillingRecipe,6,0,13,12,100,14,2,0,0.46153846153846156,2,4
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.casting.container,Basin,0,0,2,2,11,2,0,1,-1.0,0,2
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.casting.container,Table,0,0,2,2,11,2,0,1,-1.0,0,2
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.casting.container,ContainerFillingRecipeBuilder,3,0,10,10,76,11,0,0,0.2,2,3
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.casting.container,Result,0,0,3,3,15,4,0,0,-1.0,0,0
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.casting.container,ContainerFillingRecipeSerializer,1,0,4,1,31,4,0,0,0.75,2,2
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.casting.container,IFactory,0,0,1,0,7,1,0,0,-1.0,1,0
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.casting.material,CompositeCastingRecipe,1,0,11,7,80,12,2,1,0.9090909090909091,2,7
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.casting.material,Basin,0,0,2,2,11,2,0,2,-1.0,0,3
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.casting.material,Table,0,0,2,2,11,2,0,2,-1.0,0,3
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.casting.material,IFactory,0,0,1,0,7,1,0,0,-1.0,4,1
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.casting.material,Serializer,1,0,3,1,23,3,0,0,0.6666666666666666,1,2
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.casting.material,CompositeCastingRecipeBuilder,3,0,7,7,36,8,0,0,0.42857142857142855,2,3
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.casting.material,Finished,0,0,3,3,15,4,0,0,-1.0,0,0
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.casting.material,MaterialCastingLookup,4,0,11,11,134,18,0,0,0.0,6,6
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.casting.material,MaterialCastingRecipe,5,0,18,11,125,23,3,0,0.2222222222222222,3,9
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.casting.material,Basin,0,0,2,2,11,2,0,1,-1.0,0,3
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.casting.material,Table,0,0,2,2,11,2,0,1,-1.0,0,3
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.casting.material,IFactory,0,0,1,0,7,1,0,0,-1.0,0,1
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.casting.material,Serializer,1,0,3,0,17,3,0,0,0.6666666666666666,0,3
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.casting.material,MaterialCastingRecipeBuilder,6,0,11,11,94,16,0,0,0.2727272727272727,1,3
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.casting.material,Result,0,0,3,3,24,7,0,0,-1.0,0,0
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.casting.material,MaterialFluidRecipe,5,0,10,8,94,16,0,0,0.3,4,7
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.casting.material,Serializer,0,0,3,1,34,6,0,0,-1.0,0,2
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.casting.material,MaterialFluidRecipeBuilder,4,0,7,7,71,11,0,0,0.5714285714285714,2,2
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.casting.material,Result,0,0,3,3,16,4,0,0,-1.0,0,1
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.entitymelting,EntityMeltingRecipe,6,0,11,9,88,13,0,0,0.45454545454545453,10,3
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.entitymelting,Serializer,0,0,3,1,22,3,0,0,-1.0,0,1
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.entitymelting,EntityMeltingRecipeBuilder,3,0,6,6,34,6,0,0,0.5,2,2
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.entitymelting,Finished,0,0,3,3,13,3,0,0,-1.0,0,1
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.entitymelting,EntityMeltingRecipeCache,1,0,1,1,28,4,0,0,0.0,2,2
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe,FluidValues,17,17,0,0,73,0,0,0,-1.0,38,0
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe,ITinkerableContainer,0,0,11,0,107,21,1,0,-1.0,11,1
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe,Mutable,0,0,4,0,53,10,0,1,-1.0,1,0
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe,RandomItem,4,0,15,15,190,29,2,0,0.3333333333333333,1,1
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe,Range,2,0,3,3,44,6,0,1,0.0,0,0
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe,Chance,2,0,3,3,40,6,0,1,0.0,0,0
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe,RecipeResult,4,0,10,8,92,11,2,0,0.7,6,1
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe,Success,1,0,1,0,10,1,0,1,0.0,0,0
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe,Failure,1,0,2,1,13,2,0,1,1.0,0,0
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe,SimpleRecipeSerializer,1,0,4,4,17,4,0,0,0.5,1,0
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe,SingleItemContainer,1,0,0,0,6,0,0,0,-1.0,1,0
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe,TagPredicate,3,1,5,5,74,10,0,0,0.6,2,1
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe,TinkerRecipeTypes,15,14,3,2,46,3,0,0,0.6666666666666666,53,1
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.fuel,IFluidContainer,0,0,1,0,10,1,0,0,-1.0,1,0
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.fuel,MeltingFuel,5,0,12,10,88,13,0,0,0.4166666666666667,8,5
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.fuel,Serializer,0,0,3,1,25,3,0,0,-1.0,0,1
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.fuel,MeltingFuelBuilder,3,0,6,6,43,8,0,0,0.5,2,2
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.fuel,Result,0,0,3,3,16,4,0,0,-1.0,0,1
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.fuel,MeltingFuelLookup,2,0,3,3,33,3,0,0,0.0,2,2
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.ingredient,MaterialIngredient,7,2,22,20,164,34,0,0,0.22727272727272727,6,8
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.ingredient,FabricMaterialIngredient,1,0,7,7,24,7,0,0,0.42857142857142855,2,3
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.ingredient,Serializer,2,2,5,5,43,10,0,0,0.6,3,4
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.material,IMaterialValue,0,0,7,0,56,8,2,0,-1.0,5,0
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.material,MaterialRecipe,10,1,10,10,109,14,0,1,0.4,8,10
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.material,MaterialRecipeBuilder,5,0,8,8,74,14,0,0,0.5,1,2
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.material,Result,0,0,3,3,20,5,0,0,-1.0,0,1
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.material,MaterialRecipeSerializer,1,0,3,1,35,4,0,0,1.0,0,2
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.material,MaterialValue,2,0,1,1,10,1,0,1,0.0,0,2
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.melting,DamageableMeltingRecipe,3,0,8,4,81,15,0,2,0.5,3,4
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.melting,Serializer,0,0,3,0,20,4,0,2,-1.0,0,2
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.melting,IMeltingContainer,1,0,4,1,43,6,0,0,-1.0,8,0
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.melting,IOreRate,0,0,2,0,15,2,0,0,-1.0,3,0
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.melting,IMeltingRecipe,1,0,9,0,63,9,2,0,-1.0,9,5
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.melting,MaterialMeltingRecipe,5,0,10,8,78,15,0,1,0.2,3,9
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.melting,Serializer,0,0,3,1,19,3,0,0,-1.0,0,2
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.melting,MaterialMeltingRecipeBuilder,3,0,8,8,49,9,0,0,0.375,2,4
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.melting,Result,0,0,3,3,13,3,0,0,-1.0,0,1
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.melting,MeltingRecipe,9,0,17,10,130,25,4,1,0.17647058823529413,11,4
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.melting,IFactory,0,0,1,0,9,1,0,0,-1.0,2,0
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.melting,AbstractSerializer,0,0,5,1,48,10,1,0,-1.0,0,0
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.melting,Serializer,1,0,2,0,12,2,0,1,0.0,0,1
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.melting,MeltingRecipeBuilder,8,0,12,12,147,26,0,0,0.16666666666666666,3,3
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.melting,Result,0,0,3,3,53,14,0,0,-1.0,0,1
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.melting,OreMeltingRecipe,1,0,6,3,49,9,0,2,0.6666666666666666,3,5
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.melting,Serializer,0,0,3,0,32,6,0,2,-1.0,0,3
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.modifiers.adding,AbstractModifierRecipe,17,0,24,14,321,51,5,2,0.16666666666666666,7,18
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.modifiers.adding,Serializer,0,0,6,3,77,12,0,0,-1.0,0,7
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.modifiers.adding,AbstractModifierRecipeBuilder,16,0,21,20,222,32,2,0,0.23809523809523808,0,7
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.modifiers.adding,ModifierFinishedRecipe,1,0,3,3,26,5,2,0,0.6666666666666666,0,1
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.modifiers.adding,SalvageFinishedRecipe,0,0,3,3,19,4,0,0,-1.0,0,1
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.modifiers.adding,DisplayModifierRecipe,7,0,3,3,27,4,0,2,0.6666666666666666,0,1
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.modifiers.adding,IDisplayModifierRecipe,1,0,14,0,104,18,3,1,-1.0,13,12
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.modifiers.adding,IModifierRecipe,0,0,2,0,15,2,1,0,-1.0,0,0
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.modifiers.adding,IncrementalModifierRecipe,5,0,17,15,263,46,0,3,0.29411764705882354,6,15
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.modifiers.adding,Serializer,0,0,3,2,35,6,0,3,-1.0,0,4
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.modifiers.adding,IncrementalModifierRecipeBuilder,4,0,13,12,113,18,0,1,0.46153846153846156,3,6
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.modifiers.adding,FinishedAdding,0,0,3,3,17,4,0,1,-1.0,0,2
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.modifiers.adding,ModifierRecipe,1,0,15,12,167,35,2,3,0.3333333333333333,7,12
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.modifiers.adding,Serializer,0,0,3,2,24,5,0,3,-1.0,0,4
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.modifiers.adding,ModifierRecipeBuilder,1,0,15,14,112,18,2,1,0.4,4,5
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.modifiers.adding,FinishedAdding,0,0,3,3,16,4,0,1,-1.0,0,1
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.modifiers.adding,MultilevelModifierRecipe,3,0,8,4,194,32,0,4,0.625,3,9
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.modifiers.adding,Serializer,0,0,3,1,62,11,0,0,-1.0,0,4
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.modifiers.adding,MultilevelModifierRecipeBuilder,11,0,30,28,281,46,0,0,0.13333333333333333,1,7
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.modifiers.adding,FinishedAdding,0,0,3,3,36,8,0,0,-1.0,0,2
